experiment_id,replication_id,area,target_block_time,dumpfunction,malus_enabled,weight_epoch_length,epoch,cluster_head_host,cluster_head_address,malus_M,psi,n_events,events,registry_records
run6-tbt-10s,1,regionale,10,none,true,100,1,m1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,0.0,1.0,0,,0
run6-tbt-10s,1,regionale,10,none,true,100,1,m2,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,0.0,1.0,0,,0
run6-tbt-10s,1,regionale,10,none,true,100,1,m3,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,0.0,1.0,0,,0
run6-tbt-10s,1,regionale,10,none,true,100,2,m1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,0.0,1.0,0,,0
run6-tbt-10s,1,regionale,10,none,true,100,2,m2,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,0.0,1.0,0,,0
run6-tbt-10s,1,regionale,10,none,true,100,2,m3,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,0.0,1.0,0,,0
run6-tbt-10s,1,regionale,10,none,true,100,3,m1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,0.0,1.0,0,,0
run6-tbt-10s,1,regionale,10,none,true,100,3,m2,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,0.0,1.0,0,,0
run6-tbt-10s,1,regionale,10,none,true,100,3,m3,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,0.0,1.0,0,,0
run6-tbt-10s,1,regionale,10,none,true,100,4,m1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,0.0,1.0,0,,0
run6-tbt-10s,1,regionale,10,none,true,100,4,m2,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,0.0,1.0,0,,0
run6-tbt-10s,1,regionale,10,none,true,100,4,m3,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,0.0,1.0,0,,0
run6-tbt-10s,1,regionale,10,none,true,100,5,m1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,0.0,1.0,0,,0
run6-tbt-10s,1,regionale,10,none,true,100,5,m2,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,0.0,1.0,0,,0
run6-tbt-10s,1,regionale,10,none,true,100,5,m3,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,0.0,1.0,0,,0
run6-tbt-10s,1,regionale,10,none,true,100,6,m1,1FFo3ah8sAKS4svacrTuQgQBUPEKrjop9rucCp,0.0,1.0,0,,0
run6-tbt-10s,1,regionale,10,none,true,100,6,m2,1LC9SkHzxLmLLFfkwQEj9rh3sam26QwqQtCo9N,0.0,1.0,0,,0
run6-tbt-10s,1,regionale,10,none,true,100,6,m3,1TxbTqvswKsuDDV5Yn8biA1UVPNko7mhCHbU88,0.0,1.0,0,,0
